time				value

2017-5-2 14:51:43		97
2017-5-2 14:51:44		97
2017-5-2 14:51:45		96
2017-5-2 14:51:46		96
2017-5-2 14:51:47		96
2017-5-2 14:51:48		96
2017-5-2 14:51:49		96
2017-5-2 14:51:50		96
2017-5-2 14:51:51		96
2017-5-2 14:51:52		96
2017-5-2 14:51:53		97
2017-5-2 14:51:55		97
2017-5-2 14:51:56		97
2017-5-2 14:51:56		97
2017-5-2 14:51:57		96
2017-5-2 14:51:58		96
2017-5-2 14:51:59		96
2017-5-2 14:52:00		96
2017-5-2 14:52:01		96
2017-5-2 14:52:02		96
2017-5-2 14:52:03		96
2017-5-2 14:52:04		96
2017-5-2 14:52:05		97
2017-5-2 14:52:06		98
2017-5-2 14:52:07		98
2017-5-2 14:52:08		98
2017-5-2 14:52:09		98
2017-5-2 14:52:10		98
2017-5-2 14:52:11		99
2017-5-2 14:52:12		99
2017-5-2 14:52:13		99
2017-5-2 14:52:14		99
2017-5-2 14:52:15		99
2017-5-2 14:52:16		99
2017-5-2 14:52:17		99
2017-5-2 14:52:18		99
2017-5-2 14:52:19		100
2017-5-2 14:52:20		100
2017-5-2 14:52:21		100
2017-5-2 14:52:22		100
2017-5-2 14:52:23		100
2017-5-2 14:52:24		100
2017-5-2 14:52:25		101
2017-5-2 14:52:26		101
2017-5-2 14:52:27		101
2017-5-2 14:52:28		101
2017-5-2 14:52:29		101
2017-5-2 14:52:30		102
2017-5-2 14:52:31		102
2017-5-2 14:52:32		102
2017-5-2 14:52:33		102
2017-5-2 14:52:34		102
2017-5-2 14:52:35		102
2017-5-2 14:52:36		102
2017-5-2 14:52:37		103
2017-5-2 14:52:38		103
2017-5-2 14:52:39		103
2017-5-2 14:52:40		103
2017-5-2 14:52:41		104
2017-5-2 14:52:42		104
2017-5-2 14:52:43		104
2017-5-2 14:52:44		104
2017-5-2 14:52:45		105
2017-5-2 14:52:46		105
2017-5-2 14:52:47		105
2017-5-2 14:52:48		105
2017-5-2 14:52:49		105
2017-5-2 14:52:50		105
2017-5-2 14:52:51		105
2017-5-2 14:52:52		105
2017-5-2 14:52:53		104
2017-5-2 14:52:54		104
2017-5-2 14:52:55		104
2017-5-2 14:52:56		104
2017-5-2 14:52:57		104
2017-5-2 14:52:58		104
2017-5-2 14:52:59		104
2017-5-2 14:53:00		104
2017-5-2 14:53:01		104
2017-5-2 14:53:02		105
2017-5-2 14:53:03		105
2017-5-2 14:53:04		105
2017-5-2 14:53:05		105
2017-5-2 14:53:06		105
